2011-01-01,01,3.9,-2.3,64,0.0,,,0.0,,1021.7,,
2011-01-01,02,3.9,-2.3,64,0.0,,,0.0,,1021.8,,
2011-01-01,03,3.3,-2.2,67,0.0,,,0.0,,1021.3,,
2011-01-01,04,2.8,-2.1,70,0.0,,240,7.6,,1021.0,,
2011-01-01,05,2.2,-2.1,73,0.0,,270,5.4,,1020.8,,
2011-01-01,06,2.2,-2.1,73,0.0,,240,5.4,,1020.1,,
2011-01-01,07,2.2,-2.1,73,0.0,,,0.0,,1020.1,,
2011-01-01,08,1.1,-2.1,79,0.0,,,0.0,,1020.2,,
2011-01-01,09,0.0,-3.4,78,0.0,,,0.0,,1019.9,,
2011-01-01,10,0.0,-2.9,81,0.0,,,0.0,,1019.7,,
2011-01-01,11,-0.6,-2.8,85,0.0,,,0.0,,1019.1,,
2011-01-01,12,-1.7,-3.9,85,0.0,,,0.0,,1019.5,,
2011-01-01,13,0.0,-2.2,85,0.0,,,0.0,,1019.6,,
2011-01-01,14,2.2,-1.8,75,0.0,,,0.0,,1019.8,,
2011-01-01,15,5.0,-1.0,65,0.0,,220,5.4,,1020.0,,
2011-01-01,16,7.8,1.2,63,0.0,,230,14.8,,1019.8,,
2011-01-01,17,10.0,2.8,61,0.0,,230,11.2,,1018.6,,
2011-01-01,18,11.1,4.3,63,0.0,,240,16.6,,1017.8,,
2011-01-01,19,11.1,5.0,66,0.0,,240,14.8,,1017.0,,
2011-01-01,20,11.1,5.6,69,0.0,,220,11.2,,1016.8,,
2011-01-01,21,11.1,5.6,69,0.0,,220,9.4,,1016.3,,
2011-01-01,22,11.1,7.2,77,0.0,,250,5.4,,1016.5,,
2011-01-01,23,10.6,7.1,79,0.0,,,0.0,,1016.3,,
2011-01-02,00,10.0,7.2,83,0.0,,180,5.4,,1015.8,,
2011-01-02,01,10.0,7.2,83,0.0,,210,7.6,,1015.8,,
2011-01-02,02,9.4,7.2,86,0.0,,,0.0,,1015.8,,
2011-01-02,03,9.4,7.2,86,0.0,,220,5.4,,1015.6,,
2011-01-02,04,9.4,6.7,83,0.0,,,0.0,,1014.8,,
